Job 40253330045967, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 5 4], delta on 14
Job 2160111748398095, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 0 2], delta on 13
Job 2164509794909199, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 6 0 2], delta on 13
Job 2168907841420303, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 3 0 2], delta on 13
Job 2173305887931407, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 5 0 2], delta on 13
Job 2177703934442511, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 5 0 2], delta on 13
Job 2182101980953615, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 1 0 2], delta on 13
Job 2186500027464719, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 2 0 2], delta on 14
Job 2190898073975823, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 0 2], delta on 13
Job 2195296120486927, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 0 2], delta on 13
Job 2199694166998031, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 6 0 2], delta on 13
Job 2204092213509135, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 3 0 2], delta on 13
Job 2208490260020239, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 4 0 2], delta on 13
Job 2212888306531343, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 5 0 2], delta on 13
Job 2217286353042447, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 3 3 2], delta on 13
Job 2221684399553551, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 3 2], delta on 15
Job 2226082446064655, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 3 2], delta on 13
Job 2230480492575759, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 3 2], delta on 13
Job 2234878539086863, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 6 3 2], delta on 13
Job 2239276585597967, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 3 3 2], delta on 13
Job 2243674632109071, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 4 3 2], delta on 13
Job 2248072678620175, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 5 3 2], delta on 13
Job 2252470725131279, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 5 5 7 4], delta on 13
Job 2256868771642383, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 4 5 7 4], delta on 14
Job 2261266818153487, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 5 7 4], delta on 13
Job 2265664864664591, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 5 7 4], delta on 13
Job 2270062911175695, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 1 5 7 4], delta on 13
Job 2274460957686799, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 4 5 7 4], delta on 13
Job 2278859004197903, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 3 5 7 4], delta on 13
Job 2283257050709007, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 2 5 7 4], delta on 13
Job 2287655097220111, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 7 4 7 4], delta on 13
Job 2292053143731215, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 5 4 7 4], delta on 14
Job 2296451190242319, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 4 7 4], delta on 13
Job 2300849236753423, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 4 7 4], delta on 13
Job 2305247283264527, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 1 4 7 4], delta on 13
Job 2309645329775631, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 4 4 7 4], delta on 13
Job 2314043376286735, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 3 4 7 4], delta on 13
Job 2318441422797839, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 2 4 7 4], delta on 13
Job 2322839469308943, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 1 5 7 4], delta on 13
Job 2327237515820047, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 6 5 7 4], delta on 14
Job 2331635562331151, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 5 7 4], delta on 13
Job 2336033608842255, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 5 7 4], delta on 13
Job 2340431655353359, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 1 5 7 4], delta on 13
Job 2344829701864463, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 4 5 7 4], delta on 13
Job 2349227748375567, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 2 5 7 4], delta on 13
Job 2353625794886671, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 2 5 7 4], delta on 13
Job 2358023841397775, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 3 7 7 4], delta on 13
Job 2362421887908879, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 7 7 7 4], delta on 14
Job 2366819934419983, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 7 7 4], delta on 13
Job 2371217980931087, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 7 7 4], delta on 13
Job 2375616027442191, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 1 7 7 4], delta on 13
Job 2380014073953295, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 4 7 7 4], delta on 13
Job 2384412120464399, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 2 7 7 4], delta on 13
Job 2388810166975503, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 2 7 7 4], delta on 13
Job 2393208213486607, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 5 0 7 4], delta on 13
Job 2397606259997711, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 0 0 7 4], delta on 14
Job 2402004306508815, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 0 7 4], delta on 13
Job 2406402353019919, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 0 7 4], delta on 13
Job 2410800399531023, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 1 0 7 4], delta on 13
Job 2415198446042127, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 4 0 7 4], delta on 13
Job 2419596492553231, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 1 0 7 4], delta on 13
Job 2423994539064335, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 3 0 7 4], delta on 13
Job 2428392585575439, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 7 0 7 4], delta on 13
Job 2432790632086543, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 1 0 7 4], delta on 14
Job 2437188678597647, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 0 7 4], delta on 13
Job 2441586725108751, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 3 0 7 4], delta on 13
Job 2445984771619855, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 1 0 7 4], delta on 13
Job 2450382818130959, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 4 0 7 4], delta on 13
Job 2454780864642063, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 1 0 7 4], delta on 13
Job 2459178911153167, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 3 0 7 4], delta on 13
Job 2463576957664271, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 1 7 7 4], delta on 13
Job 2467975004175375, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 5 2 7 7 4], delta on 14
Job 2472373050686479, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 6 5 7 7 4], delta on 13
Job 2476771097197583, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 7 7 7 7 4], delta on 13
Job 2481169143708687, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 0 1 7 7 4], delta on 13
Job 2485567190219791, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 1 4 7 7 4], delta on 13
Job 2489965236730895, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 2 0 7 7 4], delta on 13
Job 2494363283241999, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 3 3 7 7 4], delta on 13
Job 2498761329753103, Program [2 4 1 2 7 5 4 3 0 3 1 7 5 5 3 0], out [2 4 1 2 7 5 4 3 0 3 1 7 5 4 3 0 7 4], delta on 13
panic: runtime error: index out of range [16] with length 16

goroutine 256640 [running]:
main.main.func1(0x0?, 0x14000218000, 0x1400021a000, 0x0?)
	/Users/lobo/github_clones/advent_of_code_2024/17b/main.go:204 +0x234
created by main.main in goroutine 1
	/Users/lobo/github_clones/advent_of_code_2024/17b/main.go:235 +0x688
exit status 2
